surface	scope	category_id	name	ap50_95	delta_vs_same_source_fp32	delta_vs_s8_cpu
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	51	bowl	0.40382519859686233	0.000000000000	0.053918798803
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	52	banana	0.2669274136433877	0.000000000000	0.032952268719
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	53	apple	0.1709511990513934	0.000000000000	0.028523080460
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	54	sandwich	0.36031780104354927	0.000000000000	0.011012905078
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	55	orange	0.3007486336958633	0.000000000000	0.045682482363
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	56	broccoli	0.2343492520152431	0.000000000000	0.045841173916
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	57	carrot	0.21449777576392026	0.000000000000	0.023891917327
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	58	hot dog	0.37568099086946743	0.000000000000	0.047085544795
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	59	pizza	0.5150262180103395	0.000000000000	0.029449247222
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	60	donut	0.4848283697081402	0.000000000000	0.050873604103
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	61	cake	0.3882502739392217	0.000000000000	0.064887711620
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	62	chair	0.2808820495194002	0.000000000000	0.046697802553
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	63	couch	0.46947684388908484	0.000000000000	0.056544857578
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	64	potted plant	0.24226817275434914	0.000000000000	0.039810995097
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	65	bed	0.48927031673208266	0.000000000000	0.058743555092
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	67	dining table	0.3368994023258549	0.000000000000	0.062821365073
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	70	toilet	0.6747387328354123	0.000000000000	0.081066481886
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	72	tv	0.559874356226414	0.000000000000	0.041413393432
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	73	laptop	0.6096416173949115	0.000000000000	0.062720845476
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	74	mouse	0.5345669796161113	0.000000000000	0.031212894172
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	75	remote	0.21616298695809052	0.000000000000	0.033433020088
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	76	keyboard	0.5226722004434924	0.000000000000	0.035133117945
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	77	cell phone	0.29784459195041496	0.000000000000	0.028321684154
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	78	microwave	0.5782736546504473	0.000000000000	0.082735558130
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	79	oven	0.35521711944957224	0.000000000000	0.036825979161
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	80	toaster	0.41298490382492137	0.000000000000	0.169607104434
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	81	sink	0.36288290389549405	0.000000000000	0.042498364595
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	82	refrigerator	0.6339866971002318	0.000000000000	0.064936455847
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	84	book	0.12519721812346055	0.000000000000	0.013875159465
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	85	clock	0.48463081498020094	0.000000000000	0.023640649156
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	86	vase	0.3438670067786433	0.000000000000	0.026027026561
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	87	scissors	0.2951715673950044	0.000000000000	-0.000995437914
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	88	teddy bear	0.4753078047930111	0.000000000000	0.045262512585
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	89	hair drier	0.0025669995302934207	0.000000000000	0.001235914221
IMPORTED_CANONICAL_FP32/cpu-full5000	full-val2017	90	toothbrush	0.2015650083841222	0.000000000000	0.042758900722
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	1	person	0.47372925877849925	-0.055156998382	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	2	bicycle	0.2345611833688589	-0.043235847799	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	3	car	0.3327665792535962	-0.038483341402	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	4	motorcycle	0.37213731567782216	-0.056230495471	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	5	airplane	0.6278587871063948	-0.080389294586	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	6	bus	0.5859542941183319	-0.060162354291	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	7	train	0.6307354415568278	-0.066909784902	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	8	truck	0.2797839346680129	-0.055756273747	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	9	boat	0.18799420280079499	-0.051876122569	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	10	traffic light	0.19571118822367356	-0.031691877879	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	11	fire hydrant	0.6088347660309853	-0.022678715836	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	13	stop sign	0.5704056334246569	-0.065090325310	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	14	parking meter	0.42989382296024237	-0.045319628215	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	15	bench	0.17508074874311766	-0.047842459064	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	16	bird	0.28284403379756234	-0.032123404116	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	17	cat	0.6295816311772381	-0.088143018437	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	18	dog	0.545405835952726	-0.102297455726	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	19	horse	0.5259792440365023	-0.044219260425	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	20	sheep	0.4471902079583911	-0.054498286589	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	21	cow	0.4887939482536962	-0.055664778784	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	22	elephant	0.6030707243980753	-0.066051968329	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	23	bear	0.7031490202271465	-0.037454688018	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	24	zebra	0.6172671293129148	-0.061142427360	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	25	giraffe	0.638786828299123	-0.057429713064	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	27	backpack	0.09331716084278771	-0.014942226291	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	28	umbrella	0.345861689788988	-0.043699122351	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	31	handbag	0.0883724769453474	-0.010320541102	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	32	tie	0.2666178633973093	-0.036538505541	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	33	suitcase	0.35092946456496366	-0.072037844636	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	34	frisbee	0.558420370080878	-0.043394882031	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	35	skis	0.1691935511666963	-0.031205358420	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	36	snowboard	0.26970221791801463	-0.036035818097	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	37	sports ball	0.3400498486809692	-0.034053135743	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	38	kite	0.393994878954222	-0.059573769055	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	39	baseball bat	0.22743803247905664	-0.043805041363	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	40	baseball glove	0.3111026545587406	-0.027547556321	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	41	skateboard	0.42202426846294816	-0.064133680643	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	42	surfboard	0.2883045425141878	-0.060244658736	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	43	tennis racket	0.39204045380716396	-0.044902289377	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	44	bottle	0.2940775255945439	-0.030629242179	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	46	wine glass	0.26946039981742254	-0.015066355142	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	47	cup	0.32557076959884523	-0.037886112193	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	48	fork	0.24017779212590645	-0.039145920666	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	49	knife	0.12136982493533972	-0.014842668889	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	50	spoon	0.08503301508178251	-0.036671203420	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	51	bowl	0.34990639979344385	-0.053918798803	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	52	banana	0.23397514492476718	-0.032952268719	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	53	apple	0.14242811859136448	-0.028523080460	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	54	sandwich	0.34930489596510017	-0.011012905078	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	55	orange	0.255066151332796	-0.045682482363	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	56	broccoli	0.18850807809894152	-0.045841173916	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	57	carrot	0.19060585843646347	-0.023891917327	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	58	hot dog	0.3285954460743051	-0.047085544795	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	59	pizza	0.4855769707883747	-0.029449247222	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	60	donut	0.4339547656050512	-0.050873604103	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	61	cake	0.32336256231877464	-0.064887711620	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	62	chair	0.23418424696593745	-0.046697802553	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	63	couch	0.41293198631092	-0.056544857578	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	64	potted plant	0.2024571776571251	-0.039810995097	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	65	bed	0.43052676164030756	-0.058743555092	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	67	dining table	0.27407803725286217	-0.062821365073	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	70	toilet	0.5936722509493275	-0.081066481886	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	72	tv	0.5184609627948584	-0.041413393432	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	73	laptop	0.546920771919392	-0.062720845476	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	74	mouse	0.5033540854441437	-0.031212894172	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	75	remote	0.1827299668703124	-0.033433020088	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	76	keyboard	0.4875390824987775	-0.035133117945	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	77	cell phone	0.26952290779666405	-0.028321684154	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	78	microwave	0.4955380965208287	-0.082735558130	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	79	oven	0.31839114028822013	-0.036825979161	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	80	toaster	0.2433777993913827	-0.169607104434	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	81	sink	0.3203845393001795	-0.042498364595	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	82	refrigerator	0.5690502412529005	-0.064936455847	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	84	book	0.11132205865807783	-0.013875159465	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	85	clock	0.46099016582457	-0.023640649156	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	86	vase	0.31783998021769866	-0.026027026561	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	87	scissors	0.2961670053092841	0.000995437914	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	88	teddy bear	0.43004529220806514	-0.045262512585	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	89	hair drier	0.001331085309297475	-0.001235914221	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-full5000	full-val2017	90	toothbrush	0.15880610766247227	-0.042758900722	0.000000000000
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	1	person	0.4569610042478018	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	2	bicycle	0.07326732673267325	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	3	car	0.3810614570556698	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	4	motorcycle	0.7190993292877674	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	5	airplane	0.6782178217821783	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	6	bus	0.8782461103253183	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	7	train	0.5049504950495048	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	8	truck	0.18010878010191944	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	9	boat	0.059124540474195963	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	10	traffic light	0.23369897027226177	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	11	fire hydrant	0.6514851485148515	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	13	stop sign	0.5049504950495048	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	14	parking meter	NA	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	15	bench	0.03248595129783249	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	16	bird	0.5091393754760092	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	17	cat	0.9	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	18	dog	0.2666666666666666	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	19	horse	0.5182092122255703	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	20	sheep	0.7984750975097509	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	21	cow	NA	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	22	elephant	0.4893400581275927	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	23	bear	0.9999999999999998	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	24	zebra	0.7476385569591442	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	25	giraffe	NA	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	27	backpack	0.055781773062216704	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	28	umbrella	0.9252475247524753	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	31	handbag	0.3530679332624116	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	32	tie	0.24160433095016748	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	33	suitcase	0.2504950495049505	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	34	frisbee	0.7663366336633664	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	35	skis	0.4331975517321746	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	36	snowboard	NA	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	37	sports ball	0.05000000000000001	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	38	kite	0.5584983498349835	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	39	baseball bat	0.2875294672324375	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	40	baseball glove	0.7504950495049505	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	41	skateboard	0.5899789978997899	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	42	surfboard	0.24740553589082986	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	43	tennis racket	0.5774257425742574	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	44	bottle	0.0884636996743733	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	46	wine glass	0.32598203744209203	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	47	cup	0.4090477206510283	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	48	fork	0.46229381788211	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	49	knife	0.3073465871243593	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	50	spoon	0.027392586622214485	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	51	bowl	0.44100398749230457	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	52	banana	0.34984549896012196	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	53	apple	0.16557252335403028	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	54	sandwich	0.7016949152542372	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	55	orange	0.9999999999999998	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	56	broccoli	0.20779364276482584	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	57	carrot	0.4416114229344341	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	58	hot dog	NA	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	59	pizza	0.8527204148986327	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	60	donut	0.9999999999999998	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	61	cake	0.45	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	62	chair	0.30080284369673754	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	63	couch	0.8504950495049505	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	64	potted plant	0.5306930693069307	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	65	bed	0.6172167216721672	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	67	dining table	0.3793195320737001	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	70	toilet	0.5870533792509686	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	72	tv	0.68003300330033	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	73	laptop	0.43002422069704405	NA	NA
R211_PROJECT_EXACT_SPLIT_run1/cpu-subset100	subset-100	74	mouse	0.4759675967596759	NA	NA
